id|memberbenefit_id|tag_id
11063|2630|418
11064|2630|1091
11065|2630|1092
11066|2630|1090
11067|2630|1093
11068|2630|1148
11069|2631|418
11070|2631|1091
11071|2631|1092
11072|2631|1090
11073|2631|1093
11074|2631|1179
11075|1502|503
11076|2632|433
11077|2632|434
11078|2632|1067
11079|2632|1030
11080|2633|433
11081|2633|434
11082|2633|1067
11083|2633|1030
11084|2365|1144
11085|2365|1025
11086|2634|418
11087|2634|1160
11088|2634|429
11089|2634|1141
11090|2634|438
11091|2635|418
11092|2635|520
11093|2635|1160
11094|2635|429
11095|2635|438
11096|2358|1080
11097|2358|1081
11098|1623|1068
11099|1623|429
11100|2211|520
11101|2211|429
11102|1769|1160
11103|1769|429
11104|1769|1039
11105|1622|1068
11106|1622|429
11107|2157|1039
11108|2636|513
11109|2636|418
11110|2636|1091
11111|2636|1092
11112|2636|1090
11113|2636|1093
11114|2053|1080
11115|2053|1049
11116|2053|434
11117|2368|1160
11118|2368|429
11119|2368|1039
11120|1747|520
11121|1747|1039
11122|1747|1030
11123|1747|527
11124|1742|1064
37143|8858|1091
37144|8858|1139
26626|6466|520
26627|6466|1067
34910|8339|434
26628|6466|1068
11131|1880|1160
11132|1880|429
11133|2355|1081
11134|2355|1044
11135|2355|1045
11136|2355|527
11137|2142|1009
11138|2142|1125
11139|2142|1129
11140|2054|434
11141|2054|1043
11142|2054|1080
11143|2054|1049
11144|2054|1051
11145|2049|440
11146|2049|434
11147|2049|1045
11148|2049|1047
11149|1513|520
11150|1513|1071
11151|1513|527
11152|1513|1078
11153|1513|1082
11154|2194|1160
11155|2205|429
11156|2141|1129
11157|2141|434
11158|2141|1125
11159|2637|418
11160|2637|1059
11161|2637|431
11162|2637|438
11163|2637|475
11164|2638|1121
11165|2638|425
11166|2638|1067
11167|2638|431
11168|2638|1071
11169|2638|433
11170|2638|434
11171|2638|1009
11172|2638|1042
11173|2638|1147
11174|2638|1084
11175|2638|1021
11176|2569|1121
11177|2569|1071
11178|2569|431
11179|2569|433
11180|2569|1042
11181|2569|1021
11182|2639|1105
11183|2639|1106
11184|2639|438
11185|2639|1199
11186|2640|434
11187|2641|520
11188|2641|1067
11189|2641|1071
11190|2642|1071
11191|2642|823
11192|2643|1071
11193|2585|726
11194|2644|1254
11195|2644|1256
11196|2644|1257
11197|2644|429
11198|2644|1042
11199|2644|1080
11200|2644|1081
11201|2354|1036
11202|2354|1037
11203|2354|1038
11204|2217|520
11205|2217|527
11206|2046|1089
11207|2046|1121
11208|2356|1049
11209|2356|1050
11210|2356|1043
11211|2356|1044
11212|1871|434
11213|1871|1029
11214|2394|520
11215|2394|418
11216|1619|431
11217|2251|1128
11218|2251|1132
11219|2137|433
11220|2048|434
11221|2047|434
11222|2047|1029
11223|634|520
11224|634|1091
11226|634|1092
11227|557|1082
11228|1666|1254
11229|1533|520
11230|1533|1134
11231|1624|1254
11232|2357|1049
11233|2357|1050
11234|2357|1043
11235|2357|1044
11236|2250|1126
11237|745|1140
11238|745|1039
11239|2139|1024
11240|2139|1026
11241|2139|1022
11242|2036|1090
11243|2036|1059
11244|952|1140
11245|1227|520
11246|1227|1029
11247|2253|1050
11248|2253|1043
11249|2203|1104
11250|2203|1101
11251|2203|1103
11252|2204|1104
11253|2067|1104
11254|2067|1101
11255|2067|1103
11256|2143|1085
11257|2360|1024
11258|2360|1025
11259|2360|1026
11260|2360|1027
11261|2360|1022
11262|2360|1023
11263|1986|1041
11264|2050|1043
11265|2050|1044
11266|2050|1045
11267|2050|1047
11268|2117|1073
11269|1582|1071
11270|2252|1089
11271|2252|429
11272|2252|527
11273|2101|1073
11274|2254|1051
11275|2254|1050
11276|2254|1043
19294|4474|726
19295|4474|438
19418|4505|1140
26629|6466|1071
26709|6488|418
26710|6488|1091
11283|2624|1039
11284|2624|1140
11285|2624|438
11286|2624|1017
11287|2624|1018
11288|2624|1019
11289|2002|429
11290|2359|1080
11291|2359|1081
11292|2359|1050
11293|2359|1043
11294|1241|1056
11295|1241|1058
11296|1241|1029
11297|1275|1140
11298|1275|1092
11299|1275|1039
11300|2140|1024
11301|2140|1026
11302|2140|1027
11303|2140|1022
11304|1946|1104
11305|1946|1101
11306|1946|1103
11307|2045|1089
11308|1942|520
11309|1942|1073
11310|1942|527
11311|1711|1042
11312|1711|1043
26711|6488|438
11314|2309|1090
11315|1651|1160
11316|1651|1257
11317|2282|1160
11318|2282|434
11319|2282|1042
11320|2282|1081
11321|2282|1050
11322|2362|1085
11324|2321|438
11325|2361|1051
11326|2361|1043
11327|2361|1044
11328|2051|1044
11329|2051|1045
11330|2051|1047
11331|2051|1049
11332|2051|1050
11335|2035|527
11336|1703|1029
11337|1943|1009
11338|1943|1257
11339|2358|527
11340|2647|1254
11341|2647|1257
11342|2647|1035
11343|2647|1009
11344|2647|726
11345|2648|1160
11346|2648|429
11347|2648|1140
11348|2648|1141
11349|2648|438
11353|2650|1261
11354|2650|1262
11355|2651|1261
11356|2651|1262
11357|2653|1256
11358|2653|425
11359|2653|1257
11360|2653|1254
11361|2652|1256
11362|2652|425
11363|2652|1257
11364|2652|1254
11365|2654|1256
11366|2654|425
11367|2654|1257
11368|2654|1254
11369|2656|1256
11370|2656|425
11371|2656|1257
11372|2656|1254
11373|2657|1256
11374|2657|425
11375|2657|1257
11376|2657|1254
11377|2659|475
11378|2659|1021
11379|2659|431
11380|2658|429
11381|2658|1039
11382|2658|434
11383|2658|1078
11384|2658|1080
11385|2658|1081
11386|2658|476
11387|2661|418
11388|2661|1160
26630|6467|520
26631|6467|1067
11391|2661|527
26632|6467|1100
11393|2661|438
11394|2662|1256
11395|2662|438
11396|2660|1256
11397|2660|438
11398|2663|418
11399|2663|1160
26633|6467|1071
26712|6488|542
11402|2663|527
11403|2663|438
11404|2667|1160
11405|2667|429
11406|2667|1136
11407|2667|1140
11408|2667|438
11409|2666|1160
11410|2666|429
11411|2666|1136
11412|2666|1140
11413|2666|438
11414|2665|1160
11415|2665|429
11416|2665|1136
11417|2665|1140
11418|2665|438
11419|2664|1160
11420|2664|429
11421|2664|1136
11422|2664|1140
11423|2664|438
11424|2672|1160
11425|2672|429
11426|2672|1136
11427|2672|1140
11428|2672|438
11429|2671|1160
11430|2671|429
11431|2671|1136
11432|2671|1140
11433|2671|438
11434|2670|1160
11435|2670|429
11436|2670|1136
11437|2670|1140
11438|2670|438
11439|2669|1160
11440|2669|429
11441|2669|1136
11442|2669|1140
11443|2669|438
11444|2668|1160
11445|2668|429
11446|2668|1136
11447|2668|1140
11448|2668|438
11449|2673|1121
11450|2673|425
11451|2673|1261
11452|2673|1071
11453|2673|434
11454|2673|1084
11455|2674|1121
11456|2674|425
11457|2674|433
11458|2674|434
11459|2674|1042
11460|2674|1084
11461|2675|425
11462|2675|1261
11463|2675|1071
11464|2675|433
11465|2675|434
11466|2675|1042
11467|2675|1084
11468|2677|1029
11469|2677|1254
11470|2677|1256
11471|2677|1259
11472|2677|1166
11473|2677|1071
11474|2677|1073
11475|2677|1150
11476|2676|1042
11477|2676|1043
11478|2676|1045
11479|2679|1256
11480|2679|425
11481|2679|1172
11482|2679|1029
11483|2680|434
11484|2680|1021
11485|2680|1079
11486|2681|1089
11487|2681|434
11488|2681|1021
11489|2681|1079
11490|2682|1262
11491|2682|1137
11492|2682|438
11493|2683|438
11494|2684|1043
11495|2684|1050
11496|2684|434
11497|2684|1042
11498|2685|433
11499|2685|434
11500|2685|1029
11501|2685|1071
11502|2686|1021
11503|2686|726
11504|2687|1024
11505|2687|1025
11506|2687|1059
11507|2687|431
11508|2687|434
11509|2687|1080
11510|2687|1081
11511|2687|1021
11512|2687|1022
11513|2688|433
11514|2688|1154
11515|2688|1029
11516|2688|1039
11517|2689|1154
11518|2689|1039
11519|2690|440
11520|2690|1154
11521|2690|1039
11522|2691|425
11523|2691|1140
11524|2691|1009
11525|2691|726
11526|2577|433
11527|2577|1067
11528|2577|1071
19296|4475|418
11530|2693|1084
11531|2693|726
11532|2693|1071
11533|2694|434
11534|2694|1079
11535|2694|1080
11536|2694|1081
11537|2694|1084
11538|2696|520
11539|2696|429
11540|2696|434
11541|2696|1080
11542|2696|1081
11543|2696|1082
11544|2697|434
11545|2697|429
11546|2697|1071
11547|1626|1024
11548|1626|1090
11549|1626|1059
11550|1626|1091
11551|1626|1092
11552|1626|1093
11553|1626|1066
11554|1626|1068
11555|1626|1070
11556|1626|1039
11557|1626|1071
11558|1626|433
11559|1626|1077
11560|1626|438
11561|1626|1078
11562|1626|1079
11563|1626|1081
11564|1626|1080
11565|2698|1254
11566|2698|1256
11567|2698|425
11568|2698|1258
11569|2698|1257
11570|2698|1259
11571|2699|1254
11572|2699|1256
11573|2699|425
11574|2699|1258
11575|2699|1257
11576|2700|1256
11577|2700|425
11578|2700|1258
11579|2700|1259
11580|2701|1254
11581|2701|1256
11582|2701|425
11583|2701|1258
11584|2701|1257
11585|2702|425
11586|2702|1258
11587|2702|1257
11588|2702|1254
11589|2703|1256
11590|2703|425
11591|2703|1257
11592|2703|1254
11593|2704|433
11594|2704|434
11595|2704|1029
11596|2704|1071
11597|2695|1071
11598|2705|1256
11599|2705|425
11600|2705|1257
11601|2705|1254
11602|2706|1258
11603|2706|1254
11604|2706|1151
11605|2707|1258
11606|2707|1070
11607|2707|1072
11608|2707|1076
11609|2707|1079
11610|2708|433
11611|2708|434
11612|2708|1067
11613|1841|1143
11614|2709|1121
11615|2709|434
11616|2709|1132
11617|2709|1133
11618|2710|433
11619|2710|1067
11620|2710|1071
11621|2711|431
11622|2712|431
11623|2713|1254
11624|2713|1258
11625|2713|1259
11626|2713|1080
11627|2713|1081
11628|2714|520
11629|2714|431
11630|2715|1060
11631|2715|1063
11632|2715|1064
11633|2715|1163
11634|2715|431
11635|2716|1254
11636|2716|1009
11637|2716|429
11638|2716|726
11639|2717|1254
11640|2717|1255
11641|2717|1256
11642|2717|425
11643|2717|1257
11644|2717|434
11645|2717|1042
11646|2717|1043
11647|2717|726
11648|2717|1046
11649|2717|1049
11650|2717|1021
11651|2718|425
11652|2718|1242
11653|2718|1140
11654|2719|425
11655|2719|429
11656|2719|434
11657|2719|1083
11658|2719|1084
11659|1150|434
11660|1150|1042
11661|1150|1044
11662|1150|1045
11663|1150|1079
11664|1150|1048
11665|1150|1081
11666|1150|1080
11667|596|1056
11668|596|1079
11669|596|1080
11670|596|1081
11671|596|1053
11672|596|1054
11673|2335|1261
11674|1636|1262
11675|2331|1262
11676|1646|1262
11677|2720|425
11678|2720|434
11679|2720|508
11680|2720|1017
11681|2721|486
11682|2721|429
11683|2721|434
11684|2721|726
11685|2721|1084
11686|2721|1023
11687|2722|486
11688|2722|429
11689|2722|434
11690|2722|726
11691|2722|1084
11692|2722|1023
11693|2723|433
11694|2723|1071
11695|2724|1059
11696|2724|1064
11697|2724|1066
11698|2724|510
11699|2724|1151
11700|2725|418
11701|2725|1142
11702|2725|462
11703|2725|438
11704|2726|433
11705|2726|434
11706|2726|1028
11707|2726|1029
11708|2727|1121
11709|2727|434
11710|2727|1132
11711|2727|1133
11712|2728|1029
26634|6468|520
11714|2728|1071
11715|2728|433
11716|2728|434
11717|2728|726
11718|1133|1136
11719|1133|1140
11720|1132|1136
11721|1132|1140
11722|1132|1160
11723|1113|1136
11724|1113|1140
11725|1113|1160
11726|1112|1136
11727|1112|1140
11728|1112|1160
11729|1151|1136
11730|1151|1140
11731|1151|1160
11732|2729|1160
11733|2729|429
11734|2729|1136
11735|2729|1140
11736|2729|438
11737|2730|1160
11738|2730|429
11739|2730|1136
11740|2730|1140
11741|2730|438
11742|1133|1160
11743|2731|520
11744|2731|726
11745|2732|1088
11746|2732|1089
11747|2732|434
11748|2732|1084
11749|2733|1079
11750|2733|1084
11751|2733|429
11752|2733|1039
11753|2734|1079
11754|2734|1084
11755|2734|429
11756|2734|1039
11757|2736|433
11758|2736|1067
11759|2736|726
11760|2736|1071
11761|2737|1037
11762|2737|1071
11763|2737|434
11764|2737|1080
11765|2737|1081
11766|2738|433
11767|2738|1067
11768|2738|726
11769|2738|1071
11770|2739|1021
11771|2739|726
11772|2739|431
11773|2740|433
11774|2740|1067
11775|2740|726
11776|2740|1071
11777|2741|1024
11778|2741|1039
11779|2741|418
11780|2741|1059
11781|2741|1066
11782|2741|429
11783|2741|1070
11784|2741|431
11785|2741|434
11786|2741|1077
11787|2741|438
11788|2741|1078
11789|2741|1079
11790|2741|1081
11791|2741|1080
11792|2741|1090
11793|2741|1091
11794|2741|1092
11795|2741|1093
11796|2741|1021
11797|2742|1084
11798|2742|429
11799|2742|438
11800|2743|1136
11801|2743|1042
11802|2743|1043
11803|2743|1046
11804|2743|1080
11805|2743|1049
11806|2743|477
11807|2744|433
11808|2744|434
11809|2744|1030
11810|2744|1079
11811|2745|1037
11812|2745|429
11813|2745|434
11814|2745|1042
11816|2745|1051
11817|2746|433
11818|2746|1067
11819|2746|726
11820|2746|1071
11821|2747|429
11822|2747|438
11823|2748|425
11824|2748|1033
11825|2748|1009
11826|2748|434
11827|2748|1078
11828|2748|1016
11829|2749|431
19298|4475|438
11831|2751|1056
11832|2751|434
11833|2751|1079
11834|2751|1080
11835|2751|1081
11836|2751|1052
11837|2752|1088
11838|2752|1089
11839|2752|434
11840|2752|1084
11841|2753|1056
11842|2753|1049
11843|2753|1042
11844|2753|1050
11845|2754|1029
11846|2754|1067
11847|2754|1071
11848|2754|433
11849|2754|434
11850|2755|1121
11851|2755|429
11852|2755|434
11853|2755|1143
11854|2755|1084
11855|2756|434
11856|2756|1043
11857|2756|1042
11858|2756|1050
11859|2756|1052
11860|2757|434
11861|2757|1071
19419|4505|429
11863|2758|1067
11864|2758|726
11865|2759|1055
11867|2760|431
11868|2760|434
11869|2760|726
11870|2760|1079
11871|2760|1080
11872|2760|1081
11873|2760|1021
11874|2761|1037
11875|2761|1140
11876|2761|429
11877|2761|1039
11878|2762|434
11879|2762|1083
11880|2762|476
11881|2762|1079
11882|2763|1256
11883|2763|1141
11884|2766|1049
11885|2766|434
11886|2766|1042
11887|2767|434
11888|2767|1043
11889|2767|1042
11890|2767|1080
11891|2767|1049
11892|2768|1071
11893|2768|434
11894|2768|1080
11895|2768|1081
11896|2768|476
11897|2769|434
11898|2769|429
11899|2769|1079
11900|2770|434
11901|2770|1079
11902|2770|1080
11903|2770|1081
11904|2770|476
11905|2771|434
11906|2771|1079
11907|2771|429
11908|2771|1071
11909|2772|1060
11910|2772|1065
11911|2772|431
11912|2772|434
11913|2772|1079
11914|2772|1080
11915|2772|1081
11916|2773|1042
11917|2773|1050
11918|2773|1052
11919|2774|1121
11920|2774|1130
11921|2774|434
11922|2774|1079
11923|2774|1084
11924|1798|1079
11925|2776|434
11926|2776|1042
11927|2776|1079
11928|2776|1049
11929|2776|1050
11930|2776|1052
11931|2775|433
19299|4476|1254
11933|2777|429
11934|2777|1071
11935|2777|433
11936|2777|1140
11937|2777|1079
11938|2779|434
11939|2779|429
11940|2779|1071
11941|2780|1028
11942|2780|1029
11943|2780|1030
11944|2780|1071
11945|2780|433
11946|2780|434
11947|2781|440
19300|4476|1256
11949|2781|1067
11950|2781|726
11951|2782|1089
11952|2782|1042
11953|2782|1043
11954|2782|1079
11955|2782|1080
11956|2782|1081
11957|2782|1050
11958|2783|1254
11959|2783|1257
11960|2783|429
11961|2783|1009
11962|2783|726
11963|2785|1254
11964|2785|1009
11965|2785|726
11966|2786|1254
11967|2786|1256
11968|2786|1257
11969|2786|1258
11970|2786|429
11971|2786|1073
11972|2786|1075
11973|2786|1084
11974|2787|1254
11975|2787|1256
11976|2787|1257
11977|2787|1258
11978|2787|429
11979|2787|1073
11980|2787|1075
11981|2787|1084
11982|2788|1071
11983|2788|434
11984|2788|1079
11985|2788|1080
11986|2788|1081
11987|2789|1080
11988|2789|1081
11989|2789|434
11990|2789|1079
11991|2792|1254
11992|2792|425
11993|2792|429
11994|2792|726
11995|2793|1254
11996|2793|425
11997|2793|429
11998|2793|726
11999|2794|1261
12000|2795|1261
12001|2764|1256
12002|2764|1141
12003|2765|1256
12004|2765|1141
12005|2796|434
12006|2796|1021
12007|2797|425
12008|2797|1017
12009|2797|726
12010|2799|1256
12011|2799|425
12012|2799|1258
12013|2799|1257
12014|2799|1259
12015|2799|1009
19301|4476|425
19302|4476|1257
19303|4476|726
19420|4505|438
12020|2802|1254
12021|2802|1256
12022|2802|425
12023|2802|1259
12024|2802|429
19421|4505|1039
12026|2803|1163
12027|2803|1070
12028|2803|1072
12029|2803|1076
12030|2803|1078
12031|2803|1079
12032|2803|1080
12033|2803|1081
12034|2804|1261
12035|2804|433
12036|2804|1262
12037|2805|418
12038|2805|1140
12039|2806|1262
12040|2778|433
12041|2778|434
12042|2778|1079
12043|2778|1071
12044|18|434
12045|18|1140
12046|18|1141
12047|18|1079
12048|18|1080
12049|18|1081
12050|18|1084
12051|18|1086
12052|2810|1261
12053|2810|1262
12054|2811|438
12055|2811|418
12056|2811|726
12057|2812|429
12058|2812|431
12059|2812|1009
12060|2812|434
12061|2812|440
12062|2812|475
12063|2814|425
12064|2814|434
12065|2815|1166
12066|2815|1037
12067|2815|1038
12068|2816|1166
12069|2816|1037
12070|2816|1038
12071|2818|425
12072|2818|429
12073|2818|431
12074|2818|434
12075|2818|1042
12076|2818|1084
12077|2817|418
12078|2817|1090
12079|2817|1091
12080|2817|1092
12081|2817|1093
12082|2817|501
12083|2817|438
12084|1141|1024
12085|1141|1079
12086|1141|1080
12087|1141|1081
12088|1141|1022
12089|1134|1080
12090|1134|1081
12091|2820|1043
12092|2820|1050
12093|2820|434
12094|2820|1042
12095|2821|429
12096|2821|434
19472|4519|1262
19473|4519|1253
12100|2822|1254
12101|2822|1255
12102|2822|1256
12103|2822|1257
12104|2822|1259
12105|2822|1037
12106|2822|429
12107|2822|1039
12108|2823|418
12109|2823|1142
12110|2823|726
26635|6468|1067
26636|6468|1100
26637|6468|1071
12114|2011|1079
12115|1921|1079
19304|4477|1261
12117|394|1121
12118|394|1084
12119|394|1079
12120|2290|1079
12121|2169|1079
12122|2697|1079
12123|2709|1079
12124|2458|1079
12125|994|1079
12126|896|1079
12127|2775|1079
12128|921|1079
12129|2779|1079
12130|1245|1079
12131|2298|1079
12132|2337|1079
19305|4477|1262
12134|1614|1079
12135|1317|1079
12136|1300|1079
19422|4506|1140
34911|8339|1268
12139|2540|1029
12140|2824|1067
34912|8339|1037
12142|2824|433
12143|2824|434
12145|2813|1056
12146|2813|434
12147|2813|1043
12148|2813|1042
12149|2813|1045
12150|2813|1049
12151|2813|1050
12152|2826|434
12153|2826|1042
12154|2826|1052
12155|2827|425
12156|2827|1017
12157|2827|726
12158|2828|425
12159|2828|1017
12160|2828|726
12161|2829|418
12162|2829|1059
12163|2829|431
12164|2829|434
12165|2829|1080
12166|2829|1081
12167|2829|1021
12168|2830|425
12169|2830|1017
12170|2830|726
12171|2808|1024
12172|2808|1026
12173|2808|1027
12174|2808|1021
12175|2808|1022
12176|2808|1023
12177|2821|476
12178|2821|1084
12179|2831|1254
12180|2831|425
12181|2831|1258
12182|2831|726
12183|2832|438
12184|2832|1135
12185|2833|1261
12186|2833|1262
12187|2129|726
12188|2834|433
12189|2834|475
12190|2834|1021
12191|2834|431
12192|2835|1136
12193|2835|1160
12194|2835|429
12195|2835|438
12196|2837|1136
12197|2837|1160
12198|2837|429
12199|2837|438
12200|2838|1136
12201|2838|1160
12202|2838|429
12203|2838|438
12204|2839|1136
12205|2839|1160
12206|2839|429
12207|2839|438
12208|2836|1136
12209|2836|1160
12210|2836|429
12211|2836|438
12212|2840|1067
12213|2840|1140
12214|2840|429
12215|2840|726
12216|2841|434
12217|2841|1079
12218|2841|1080
12219|2841|1081
12220|2841|1052
12221|2809|1029
12222|2809|1030
12223|2809|425
12224|2809|1067
12225|2809|1068
12226|2809|429
12227|2809|1069
12228|2809|1039
12229|2809|1071
12230|2809|433
12231|2809|434
12232|2809|1140
12233|2809|1141
12234|2809|1016
12235|2842|1166
12236|2842|1037
12237|2842|1038
12238|2823|438
12239|2843|1088
12240|2843|1089
12241|2843|1166
12242|2844|1021
12243|2844|726
12244|2844|431
12245|2846|434
12246|2846|1084
12247|2846|429
12248|2846|726
12249|2847|1084
12250|2848|1021
12251|2848|726
12252|2848|431
12253|2845|429
12254|2845|438
12255|2850|1254
12256|2850|1256
12257|2850|1257
12258|2850|1258
12259|2850|1259
12260|2850|726
12261|2819|418
12262|2819|1092
12263|2819|1093
12264|2819|429
12265|2819|1136
12266|2819|1140
12267|2819|1141
12268|2819|438
12269|2851|1059
12270|2851|1178
12271|2851|431
12272|2851|1146
12273|2851|475
12274|2851|1021
12275|2852|1026
12276|2852|434
12277|2852|1079
12278|2852|1081
12279|2852|1021
12280|2852|1023
12281|2853|1068
12282|2853|1067
12283|2853|1028
12284|2853|726
12285|2854|1080
12286|2854|433
12287|2854|1081
19423|4506|434
12289|2856|1067
12290|2858|419
12291|2858|1093
12292|2858|429
12293|2858|1101
12294|2858|1103
26713|6489|1009
12295|2858|438
12296|2859|419
12297|2859|1093
12298|2859|429
12299|2859|1101
12300|2859|1103
12301|2859|438
12302|2861|1073
12303|2861|1079
12304|2861|1071
12305|2862|1088
12306|2862|1067
12307|2862|1071
12308|2862|1073
12309|2862|434
12310|2863|425
12311|2863|438
12312|2863|1071
12313|2864|1261
12314|2864|1262
12315|2864|1067
12316|2865|1261
12317|2865|1262
19306|4478|1254
12319|2868|431
12320|2869|1080
12321|2869|1081
12322|2869|434
12323|2869|1071
12324|2871|1021
12325|2871|726
12326|2871|431
12327|2872|434
12328|2872|1021
12329|2873|434
12330|2873|1140
12331|2873|726
12332|2874|1254
12333|2874|1255
12334|2874|1256
12335|2874|1259
12336|2874|1039
12337|2875|418
12338|2875|1091
12339|2875|1092
12340|2875|1090
12341|2875|1093
12342|2875|1100
12343|2875|1183
12344|2876|433
12345|2876|434
12346|2876|1079
12347|2877|1021
12348|2877|726
12349|2877|431
12350|2878|1068
12351|2878|1142
12352|2878|1071
12353|2879|1067
12354|2879|726
12355|2879|1071
12356|2880|1261
12357|2880|1262
12358|2881|418
12359|2881|1067
12360|2881|726
12361|2881|503
12362|2883|433
12363|2883|434
12364|2883|1028
12365|2883|1029
12366|2882|419
12367|2882|1254
12368|2882|425
12369|2882|1009
12370|2882|434
12371|2882|1140
12372|2882|1141
12373|2882|438
12374|2882|1143
12375|2882|1147
12376|2884|475
12377|2884|429
12378|2884|726
12379|2884|431
12380|2885|475
12381|2885|429
12382|2885|726
12383|2885|431
12384|2886|1021
12385|2886|726
12386|2886|431
12387|2887|1254
12388|2887|1256
12389|2887|425
12390|2887|1258
12391|2887|1009
12392|2888|1254
12393|2888|1256
12394|2888|1257
12395|2888|1258
12396|2888|1259
12397|2888|1009
12398|2889|434
12399|2889|1079
12400|2889|1080
12401|2889|1081
12402|2889|1052
12403|2891|1067
12404|2891|433
12405|2891|434
12406|2891|1079
12407|2891|1080
12408|2891|1081
12409|2890|434
12410|2890|418
12411|2890|1067
12412|2892|1254
12413|2892|1256
12414|2892|1258
12415|2892|1067
12416|2892|1259
12417|2892|726
12418|2892|1084
12419|2893|1258
12420|2893|1166
12421|2893|1071
12422|2894|1254
12423|2894|1258
12424|2894|429
12425|2894|1166
12426|2894|1039
12427|2894|1140
12428|2895|486
12429|2895|1255
12430|2895|1259
12431|2895|726
12432|2895|438
12433|2895|1020
12434|2896|1261
12435|2896|1262
12436|2897|1071
12437|2897|433
12438|2300|1082
12439|2300|503
12440|2898|1081
12441|2898|434
12442|2898|1084
12443|2898|1078
12444|2899|425
12445|2899|429
12446|2899|434
12447|2899|726
12448|2899|1084
12449|2901|1136
12450|2901|1160
12451|2901|429
12452|2901|438
12453|2902|1136
12454|2902|1160
12455|2902|429
12456|2902|438
12457|2903|1136
12458|2903|1160
12459|2903|429
12460|2903|438
12461|2904|1136
12462|2904|1160
12463|2904|429
12464|2904|438
12465|2905|1136
12466|2905|1160
12467|2905|429
12468|2905|438
12469|2900|1136
12470|2900|1160
12471|2900|429
12472|2900|438
12473|2906|434
12474|2906|1166
12475|2906|1029
12476|2906|1150
12477|2907|1261
12478|2907|1262
12479|2908|1258
12480|2908|1163
12481|2908|1254
12482|2908|1071
12483|2909|1254
12484|2909|1258
12485|2909|1067
12486|2909|1068
12487|2909|1071
12488|2909|433
12489|2909|1073
12490|2909|1075
12491|2909|726
12492|2910|1254
12493|2910|1255
12494|2910|1258
12495|2910|1067
12496|2910|1068
12497|2910|1071
12498|2910|1073
12499|2910|1075
12500|2910|726
12501|2911|1254
12502|2911|1255
12503|2911|1258
12504|2911|1067
12505|2911|1068
12506|2911|1071
12507|2911|433
12508|2911|1073
12509|2911|1075
12510|2911|726
19307|4479|418
12512|2912|433
12513|2912|434
19308|4479|726
12515|2912|1080
12516|2912|1081
19309|4479|438
12518|2913|418
12519|2913|1067
12520|2913|726
12521|2913|1071
12522|2914|434
12523|2914|1021
12524|2915|1254
12525|2915|1255
12526|2915|1256
12527|2915|1259
12528|2915|1039
12529|2915|431
12530|2915|1021
12531|2916|433
12532|2916|434
12533|2916|1079
12534|2916|1080
12535|2916|1081
12536|2917|1242
12537|2917|1084
12538|2918|1259
12539|2918|1078
12540|2919|1067
12541|2919|1071
12542|2920|433
19424|4506|476
12544|2922|1071
12545|2923|433
12546|2923|1071
12547|2924|1028
12548|2924|1254
12549|2924|1256
12550|2924|1258
12551|2924|1067
12552|2924|433
12553|2924|726
12554|2924|1084
12555|2925|1028
12556|2925|1029
12557|2925|1254
12558|2925|1256
12559|2925|1258
12560|2926|1028
12561|2926|1029
12562|2926|1254
12563|2926|1257
12564|2926|433
12565|2927|1028
12566|2927|1029
12567|2927|1254
12568|2927|1257
12569|2927|433
12570|2928|1070
12571|2928|1072
12572|2928|434
12573|2928|1078
12574|2928|1079
12575|2928|1080
12576|2928|1081
12577|2929|1070
12578|2929|1072
12579|2929|434
12580|2929|1078
12581|2929|1079
12582|2929|1080
12583|2929|1081
12584|2933|1160
12585|2933|434
12586|2933|1042
12592|2932|1160
12594|2932|434
12595|2932|1042
12597|2932|1081
12598|2932|1052
12599|2930|1160
12600|2930|1037
12601|2930|434
12602|2930|1042
12603|2930|1044
12604|2930|1047
12605|2930|1050
12606|2931|520
12607|2931|1160
12608|2931|527
12609|2931|434
12610|2931|1042
12611|2931|1080
12612|2931|1052
12613|2933|1057
12614|2933|1052
12615|2933|1081
12617|2934|1084
12618|2920|726
12619|2920|503
12620|2934|503
12621|2935|1090
12622|2935|1091
12623|2935|1092
12624|2935|1093
12625|2935|1095
12626|2935|1098
12627|2935|438
12628|2922|1067
12629|2922|726
12630|2922|503
12631|2936|1242
12632|2936|1262
12633|2936|1079
12634|2937|1242
12635|2937|1262
12636|2937|1079
12637|2938|1242
12638|2938|1262
12639|2938|1079
12640|2939|1242
12641|2939|1262
12642|2939|1079
12643|2940|1254
12644|2940|1256
12645|2940|1257
12646|2940|1258
12647|2940|1259
12648|2940|726
12649|2940|1084
12650|2941|1056
12651|2941|434
12652|2941|1043
12653|2941|1042
12654|2941|1044
12655|2941|1045
12656|2941|1049
12657|2941|1050
12658|2941|1051
12659|2942|434
12660|2942|1043
12661|2942|1042
12662|2942|1044
12663|2942|1045
12664|2942|1049
12665|2943|1037
12666|2943|429
12667|2943|434
12668|2943|1078
12669|2943|1079
12670|2944|1084
12671|2944|1079
12672|2945|1067
12673|2945|429
12674|2946|1042
12675|2946|1044
12676|2946|1045
12677|2946|503
12678|2946|1049
12679|2946|1050
12680|2948|434
12681|2948|429
12682|2948|1071
12683|2950|1105
12684|2950|419
12685|2950|438
12686|2950|1103
12687|2951|1256
12688|2951|1259
12689|2951|1141
12690|2952|418
12691|2952|429
12692|2952|431
12693|2952|434
