name|campaign_id|name|sites|subject
Mastercard|2748377|Mastercard|342, 344, 345, 347|Your booking confirmation: {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||Your booking confirmation: {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||Your booking confirmation: {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||Your booking confirmation: {{Event_name}}
MTLS Itau|2748377|MTLS Itau||Your booking confirmation: {{Event_name}}
MTLS NEO|2748377|MTLS NEO||Your booking confirmation: {{Event_name}}
MTLS SNB|2748377|MTLS SNB||Your booking confirmation: {{Event_name}}
Natwest Black|2748377|Natwest Black||Your booking confirmation: {{Event_name}}
Navy Federal Union|2748377|Navy Federal Union||Your booking confirmation: {{Event_name}}
Nomura|2748377|Nomura||Your booking confirmation: {{Event_name}}
OCBC|2748377|OCBC|273, 274, 249|Member Event Booking Confirmation
Qorbis|2748377|Qorbis||Your booking confirmation: {{Event_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your booking confirmation: {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your booking confirmation: {{Event_name}}
Santander Private Banking|2748377|Santander Private Banking||Your booking confirmation: {{Event_name}}
Scotia|2748377|Scotia||Your booking confirmation: {{Event_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|425, 423|Your booking confirmation: {{Event_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Your booking confirmation: {{Event_name}}
SJP|2748377|SJP||Your booking confirmation: {{Event_name}}
SMCC|2748377|SMCC||Your booking confirmation: {{Event_name}}
SPW|2748377|SPW||Your booking confirmation: {{Event_name}}
Standard Chartered|2748377|Standard Chartered||Your Booking Confirmation: {{Event_name}}
St George [WP]|2748377|St George [WP]||Your booking confirmation: {{Event_name}}
Swisscard|2748377|Swisscard||Your Booking Confirmation: {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion|338|Your Booking Confirmation: {{Event_name}}
Ten|2748377|Ten||Your booking confirmation: {{Event_name}}
Ten Explore|2748377|Ten Explore||Your booking confirmation: {{Event_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Your booking confirmation: {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||Your booking confirmation: {{Event_name}}
Visa LAC|2748377|Visa LAC||Your booking confirmation: {{Event_name}}
Visa Trial|2748377|Visa Trial||Your booking confirmation: {{Event_name}}
Visa US|2748377|Visa US||Your booking confirmation: {{Event_name}}
Wells Fargo|2748377|Wells Fargo||Your booking confirmation: {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your booking confirmation: {{Event_name}}
Westpac|2748377|Westpac||Your booking confirmation: {{Event_name}}
ABSA|2748377|ABSA||You’ve been added to the waiting list for {{Event_name}}
Alphacard|2748377|Alphacard||You’ve been added to the waiting list for {{Event_name}}
Alphacard Centurion|2748377|Alphacard Centurion||You’ve been added to the waiting list for {{Event_name}}
BAC|2748377|BAC||You’ve been added to the waiting list for {{Event_name}}
Banco Pichincha|2748377|Banco Pichincha||You’ve been added to the waiting list for {{Event_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||You’ve been added to the waiting list for {{Event_name}}
Bank SA [WP]|2748377|Bank SA [WP]||You’ve been added to the waiting list for {{Event_name}}
Barclaycard|2748377|Barclaycard||You’ve been added to the waiting list for {{Event_name}}
Barclays|2748377|Barclays||You’ve been added to the waiting list for {{Event_name}}
BCG|2748377|BCG||You’ve been added to the waiting list for {{Event_name}}
City National Bank|2748377|City National Bank||You’ve been added to the waiting list for {{Event_name}}
Coutts|2748377|Coutts||You’ve been added to the waiting list for {{Event_name}}
Credit One|2748377|Credit One||You’ve been added to the waiting list for {{Event_name}}
Credit Saison|2748377|Credit Saison||You’ve been added to the waiting list for {{Event_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||You’ve been added to the waiting list for {{Event_name}}
DBS AMEX|2748377|DBS AMEX||You’ve been added to the waiting list for {{Event_name}}
Dillards|2748377|Dillards||You’ve been added to the waiting list for {{Event_name}}
Discover|2748377|Discover||You’ve been added to the waiting list for {{Event_name}}
DNB|2748377|DNB||{{Event_name}}: you’ve been added to the waiting list
Europe Arab Bank|2748377|Europe Arab Bank||{{Event_name}}: you’ve been added to the waiting list
Ginza Six Card|2748377|Ginza Six Card||{{Event_name}}: you’ve been added to the waiting list
HSBC|2748377|HSBC||You’ve been added to the waiting list for {{Event_name}}
HSBC Infinite|2748377|HSBC Infinite||You’ve been added to the waiting list for {{Event_name}}
Luxury Card|2748377|Luxury Card||{{Event_name}}: you’ve been added to the waiting list
Manulife|2748377|Manulife||{{Event_name}}: you’ve been added to the waiting list
Mastercard|2748377|Mastercard||You’ve been added to the waiting list for {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||You’ve been added to the waiting list for {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||You’ve been added to the waiting list for {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||You’ve been added to the waiting list for {{Event_name}}
MTLS Itau|2748377|MTLS Itau||You’ve been added to the waiting list for {{Event_name}}
MTLS NEO|2748377|MTLS NEO||You’ve been added to the waiting list for {{Event_name}}
MTLS SNB|2748377|MTLS SNB||You’ve been added to the waiting list for {{Event_name}}
Natwest Black|2748377|Natwest Black||{{Event_name}}: you’ve been added to the waiting list
Navy Federal Union|2748377|Navy Federal Union||You’ve been added to the waiting list for {{Event_name}}
Nomura|2748377|Nomura||You’ve been added to the waiting list for {{Event_name}}
OCBC|2748377|OCBC||You’ve been added to the waiting list for {{Event_name}}
Qorbis|2748377|Qorbis||{{Event_name}}: you’ve been added to the waiting list
Royal Bank of Canada|2748377|Royal Bank of Canada||You’ve been added to the waiting list for {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||{{Event_name}}: you’ve been added to the waiting list
Santander Private Banking|2748377|Santander Private Banking||{{Event_name}}: you’ve been added to the waiting list
Scotia|2748377|Scotia||You’ve been added to the waiting list for {{Event_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®||You’ve been added to the waiting list for {{Event_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express||You’ve been added to the waiting list for {{Event_name}}
SJP|2748377|SJP||You’ve been added to the waiting list for {{Event_name}}
SMCC|2748377|SMCC||{{Event_name}}: you’ve been added to the waiting list
SPW|2748377|SPW||You’ve been added to the waiting list for {{Event_name}}
Standard Chartered|2748377|Standard Chartered||You’ve been added to the waiting list for {{Event_name}}
St George [WP]|2748377|St George [WP]||You’ve been added to the waiting list for {{Event_name}}
Swisscard|2748377|Swisscard||You’ve been added to the waiting list for {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion||You’ve been added to the waiting list for {{Event_name}}
Ten|2748377|Ten||{{Event_name}}: you’ve been added to the waiting list
Ten Explore|2748377|Ten Explore||{{Event_name}}: you’ve been added to the waiting list
The Bank of East Asia|2748377|The Bank of East Asia||You’ve been added to the waiting list for {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||You’ve been added to the waiting list for {{Event_name}}
Visa LAC|2748377|Visa LAC||You’ve been added to the waiting list for {{Event_name}}
Visa Trial|2748377|Visa Trial||{{Event_name}}: you’ve been added to the waiting list
Visa US|2748377|Visa US||{{Event_name}}: you’ve been added to the waiting list
Wells Fargo|2748377|Wells Fargo||You’ve been added to the waiting list for {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||{{Event_name}}: you’ve been added to the waiting list
Westpac|2748377|Westpac||You’ve been added to the waiting list for {{Event_name}}
ABSA|2748377|ABSA||Your request: {{Event_name}}
Alphacard|2748377|Alphacard||Your request: {{Event_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Your request: {{Event_name}}
BAC|2748377|BAC||Your request: {{Event_name}}
Banco Pichincha|2748377|Banco Pichincha||Your ticket request: {{Event_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your request: {{Event_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Your request: {{Event_name}}
Barclaycard|2748377|Barclaycard||Your ticket request: {{Event_name}}
Barclays|2748377|Barclays||Your ticket request: {{Event_name}}
BCG|2748377|BCG||Your request: {{Event_name}}
City National Bank|2748377|City National Bank||Your request: {{Event_name}}
Coutts|2748377|Coutts||Your Request: {{Event_name}}
Credit One|2748377|Credit One||Your request: {{Event_name}}
Credit Saison|2748377|Credit Saison||Your request: {{Event_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your request: {{Event_name}}
DBS AMEX|2748377|DBS AMEX||Your request: {{Event_name}}
Dillards|2748377|Dillards||Your request: {{Event_name}}
Discover|2748377|Discover||Your request: {{Event_name}}
DNB|2748377|DNB||Your booking confirmation: {{Event_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Your request: {{Event_name}}
Ginza Six Card|2748377|Ginza Six Card||Your request: {{Event_name}}
HSBC|2748377|HSBC||Your Request: {{Event_name}}
HSBC Infinite|2748377|HSBC Infinite||Your Request: {{Event_name}}
Luxury Card|2748377|Luxury Card||Your request: {{Event_name}}
Manulife|2748377|Manulife||Your request: {{Event_name}}
Mastercard|2748377|Mastercard||Your request: {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||Your request: {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||Your request: {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||Your request: {{Event_name}}
MTLS Itau|2748377|MTLS Itau||Your request: {{Event_name}}
MTLS NEO|2748377|MTLS NEO||Your request: {{Event_name}}
MTLS SNB|2748377|MTLS SNB||Your request: {{Event_name}}
Natwest Black|2748377|Natwest Black||Your request: {{Event_name}}
Navy Federal Union|2748377|Navy Federal Union||Your request: {{Event_name}}
Nomura|2748377|Nomura||Your request: {{Event_name}}
OCBC|2748377|OCBC|249, 273, 274|Member Event: Complimentary Ticket Request
Qorbis|2748377|Qorbis||Your request: {{Event_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your ticket request: {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your request: {{Event_name}}
Santander Private Banking|2748377|Santander Private Banking||Your request: {{Event_name}}
Scotia|2748377|Scotia||Your ticket request: {{Event_name}}
SJP|2748377|SJP||Your request: {{Event_name}}
SMCC|2748377|SMCC||Your request: {{Event_name}}
SPW|2748377|SPW||Your request: {{Event_name}}
Standard Chartered|2748377|Standard Chartered||Your Request: {{Event_name}}
St George [WP]|2748377|St George [WP]||Your request: {{Event_name}}
Swisscard|2748377|Swisscard||Your Booking Confirmation: {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion|338|Your Booking Confirmation: {{Event_name}}
Ten|2748377|Ten||Your request: {{Event_name}}
Ten Explore|2748377|Ten Explore||Your request: {{Event_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Your request: {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||Your request: {{Event_name}}
Visa LAC|2748377|Visa LAC||Your ticket request: {{Event_name}}
Visa Trial|2748377|Visa Trial||Your request: {{Event_name}}
Visa US|2748377|Visa US||Your request: {{Event_name}}
Wells Fargo|2748377|Wells Fargo||Your request: {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your request: {{Event_name}}
Westpac|2748377|Westpac||Your request: {{Event_name}}
ABSA|2748377|ABSA||Your request: {{Event_name}}
Alphacard|2748377|Alphacard||Your request: {{Event_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Your request: {{Event_name}}
BAC|2748377|BAC||Your request: {{Event_name}}
Banco Pichincha|2748377|Banco Pichincha||Your request: {{Event_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your request: {{Event_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Your request: {{Event_name}}
Barclaycard|2748377|Barclaycard||Your request: {{Event_name}}
Barclays|2748377|Barclays||Your request: {{Event_name}}
BCG|2748377|BCG||Your request: {{Event_name}}
City National Bank|2748377|City National Bank||Your request: {{Event_name}}
Coutts|2748377|Coutts||Your request: {{Event_name}}
Credit One|2748377|Credit One||Your request: {{Event_name}}
Credit Saison|2748377|Credit Saison||Your request: {{Event_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your request: {{Event_name}}
DBS AMEX|2748377|DBS AMEX||Your request: {{Event_name}}
Dillards|2748377|Dillards||Your request: {{Event_name}}
Discover|2748377|Discover||Your request: {{Event_name}}
DNB|2748377|DNB||Your request: {{Event_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Your request: {{Event_name}}
Ginza Six Card|2748377|Ginza Six Card||Your request: {{Event_name}}
HSBC|2748377|HSBC||Your request: {{Event_name}}
HSBC Infinite|2748377|HSBC Infinite||Your request: {{Event_name}}
Luxury Card|2748377|Luxury Card||Your request: {{Event_name}}
Manulife|2748377|Manulife||Your request: {{Event_name}}
Mastercard|2748377|Mastercard||Your request: {{Event_name}}
Mastercard Citi|2748377|Mastercard Citi||Your request: {{Event_name}}
Mastercard RAK|2748377|Mastercard RAK||Your request: {{Event_name}}
Morgan Stanley|2748377|Morgan Stanley||Your request: {{Event_name}}
MTLS Itau|2748377|MTLS Itau||Your request: {{Event_name}}
MTLS NEO|2748377|MTLS NEO||Your request: {{Event_name}}
MTLS SNB|2748377|MTLS SNB||Your request: {{Event_name}}
Natwest Black|2748377|Natwest Black||Your request: {{Event_name}}
Navy Federal Union|2748377|Navy Federal Union||Your request: {{Event_name}}
Nomura|2748377|Nomura||Your request: {{Event_name}}
OCBC|2748377|OCBC||Your request: {{Event_name}}
Qorbis|2748377|Qorbis||Your request: {{Event_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your request: {{Event_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your request: {{Event_name}}
Santander Private Banking|2748377|Santander Private Banking||Your request: {{Event_name}}
Scotia|2748377|Scotia||Your request: {{Event_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®||Your request: {{Event_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express||Your request: {{Event_name}}
SJP|2748377|SJP||Your request: {{Event_name}}
SMCC|2748377|SMCC||Your request: {{Event_name}}
SPW|2748377|SPW||Your request: {{Event_name}}
Standard Chartered|2748377|Standard Chartered||Your request: {{Event_name}}
St George [WP]|2748377|St George [WP]||Your request: {{Event_name}}
Swisscard|2748377|Swisscard||Your request: {{Event_name}}
Swisscard Centurion|2748377|Swisscard Centurion||Your request: {{Event_name}}
Ten|2748377|Ten||Your request: {{Event_name}}
Ten Explore|2748377|Ten Explore||Your request: {{Event_name}}
The Bank of East Asia|2748377|The Bank of East Asia||Your request: {{Event_name}}
Visa CEMEA|2748377|Visa CEMEA||Your request: {{Event_name}}
Visa LAC|2748377|Visa LAC||Your request: {{Event_name}}
Visa Trial|2748377|Visa Trial||Your request: {{Event_name}}
Visa US|2748377|Visa US||Your request: {{Event_name}}
Wells Fargo|2748377|Wells Fargo||Your request: {{Event_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Your request: {{Event_name}}
Westpac|2748377|Westpac||Your request: {{Event_name}}
Europe Arab Bank|2748377|Europe Arab Bank||{{Event_name}}: you’ve been added to the waiting list
Ginza Six Card|2748377|Ginza Six Card||{{Event_name}}: you’ve been added to the waiting list
HSBC|2748377|HSBC||{{Event_name}}: you’ve been added to the waiting list
Luxury Card|2748377|Luxury Card||{{Event_name}}: you’ve been added to the waiting list
Manulife|2748377|Manulife||{{Event_name}}: you’ve been added to the waiting list
MTLS NEO|2748377|MTLS NEO||{{Event_name}}: you’ve been added to the waiting list
Natwest Black|2748377|Natwest Black||{{Event_name}}: you’ve been added to the waiting list
Qorbis|2748377|Qorbis||{{Event_name}}: you’ve been added to the waiting list
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||{{Event_name}}: you’ve been added to the waiting list
Santander Private Banking|2748377|Santander Private Banking||{{Event_name}}: you’ve been added to the waiting list
SMCC|2748377|SMCC||{{Event_name}}: you’ve been added to the waiting list
Ten|2748377|Ten||{{Event_name}}: you’ve been added to the waiting list
Ten Explore|2748377|Ten Explore||{{Event_name}}: you’ve been added to the waiting list
Visa Trial|2748377|Visa Trial||{{Event_name}}: you’ve been added to the waiting list
Visa US|2748377|Visa US||{{Event_name}}: you’ve been added to the waiting list
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||{{Event_name}}: you’ve been added to the waiting list
BAC|2748377|BAC||[new Member] - {{site_id}} - {{site_name}}
Europe Arab Bank|2748377|Europe Arab Bank||[new Member] - {{site_id}} - {{site_name}}
Ginza Six Card|2748377|Ginza Six Card||[new Member] - {{site_id}} - {{site_name}}
Luxury Card|2748377|Luxury Card||[new Member] - {{site_id}} - {{site_name}}
Manulife|2748377|Manulife||[new Member] - {{site_id}} - {{site_name}}
Morgan Stanley|2748377|Morgan Stanley||[new Member] - {{site_id}} - {{site_name}}
Natwest Black|2748377|Natwest Black||[new Member] - {{site_id}} - {{site_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||[new Member] - {{site_id}} - {{site_name}}
Santander Private Banking|2748377|Santander Private Banking||[new Member] - {{site_id}} - {{site_name}}
SJP|2748377|SJP|326|[New St. James’s Place Member] - {{site_id}} - {{site_name}}
SMCC|2748377|SMCC||[new Member] - {{site_id}} - {{site_name}}
SPW|2748377|SPW|389|[New SPW Member] - {{site_id}} - {{site_name}}
Ten|2748377|Ten||[new Member] - {{site_id}} - {{site_name}}
Ten Explore|2748377|Ten Explore||[new Member] - {{site_id}} - {{site_name}}
The Bank of East Asia|2748377|The Bank of East Asia|339, 341|oi
Visa Trial|2748377|Visa Trial||[new Member] - {{site_id}} - {{site_name}}
Visa US|2748377|Visa US||[new Member] - {{site_id}} - {{site_name}}
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||[new Member] - {{site_id}} - {{site_name}}
ABSA|2748377|ABSA||Your exclusive dining benefits: {{restaurant_name}}
Alphacard|2748377|Alphacard||Your exclusive dining benefits: {{restaurant_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Your exclusive dining benefits: {{restaurant_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Your exclusive dining benefits: {{restaurant_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Your exclusive dining benefits: {{restaurant_name}}
Barclaycard|2748377|Barclaycard||Your exclusive dining benefits: {{restaurant_name}}
Barclays|2748377|Barclays||Your exclusive dining benefits: {{restaurant_name}}
Credit Saison|2748377|Credit Saison||Your exclusive dining benefits: {{restaurant_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Your exclusive dining benefits: {{restaurant_name}}
Discover|2748377|Discover||Your exclusive dining benefits: {{restaurant_name}}
DNB|2748377|DNB||Your exclusive dining benefits: {{restaurant_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Your exclusive dining benefits: {{restaurant_name}}
Ginza Six Card|2748377|Ginza Six Card||Your exclusive dining benefits: {{restaurant_name}}
HSBC|2748377|HSBC||Your exclusive dining benefits: {{restaurant_name}}
HSBC Infinite|2748377|HSBC Infinite||Your exclusive dining benefits: {{restaurant_name}}
Manulife|2748377|Manulife||Your exclusive dining benefits: {{restaurant_name}}
Natwest Black|2748377|Natwest Black||Your exclusive dining benefits: {{restaurant_name}}
Nomura|2748377|Nomura||Your exclusive dining benefits: {{restaurant_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Your exclusive dining benefits: {{restaurant_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Your exclusive dining benefits: {{restaurant_name}}
Santander Private Banking|2748377|Santander Private Banking||Your exclusive dining benefits: {{restaurant_name}}
Scotia|2748377|Scotia||Your exclusive dining benefits: {{restaurant_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®||Your exclusive dining benefits: {{restaurant_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express||Your exclusive dining benefits: {{restaurant_name}}
SJP|2748377|SJP||Your exclusive dining benefits: {{restaurant_name}}
SMCC|2748377|SMCC||Your exclusive dining benefits: {{restaurant_name}}
Standard Chartered|2748377|Standard Chartered||Your exclusive dining benefits: {{restaurant_name}}
St George [WP]|2748377|St George [WP]||Your exclusive dining benefits: {{restaurant_name}}
Swisscard|2748377|Swisscard||Your exclusive dining benefits: {{restaurant_name}}
Swisscard Centurion|2748377|Swisscard Centurion||Your exclusive dining benefits: {{restaurant_name}}
Ten|2748377|Ten||Your exclusive dining benefits: {{restaurant_name}}
Ten Explore|2748377|Ten Explore||Your exclusive dining benefits: {{restaurant_name}}
Visa CEMEA|2748377|Visa CEMEA||Your exclusive dining benefits: {{restaurant_name}}
Visa US|2748377|Visa US||Your exclusive dining benefits: {{restaurant_name}}
Westpac|2748377|Westpac||Your exclusive dining benefits: {{restaurant_name}}
Alphacard|2748377|Alphacard||Preference Tracking Activity Confirmation
Alphacard Centurion|2748377|Alphacard Centurion||Preference Tracking Activity Confirmation
BAC|2748377|BAC||Preference Tracking Activity Confirmation
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Preference Tracking Activity Confirmation
Bank SA [WP]|2748377|Bank SA [WP]||Preference Tracking Activity Confirmation
BCG|2748377|BCG||Preference Tracking Activity Confirmation
Coutts|2748377|Coutts||Preference Tracking Activity Confirmation
Credit One|2748377|Credit One||Preference Tracking Activity Confirmation
DBS AMEX|2748377|DBS AMEX||Preference Tracking Activity Confirmation
Dillards|2748377|Dillards||Preference Tracking Activity Confirmation
Discover|2748377|Discover||Preference Tracking Activity Confirmation
Europe Arab Bank|2748377|Europe Arab Bank||Preference Tracking Activity Confirmation
Ginza Six Card|2748377|Ginza Six Card||Preference Tracking Activity Confirmation
HSBC|2748377|HSBC||Preference Tracking Activity Confirmation
Luxury Card|2748377|Luxury Card||Preference Tracking Activity Confirmation
Manulife|2748377|Manulife||Preference Tracking Activity Confirmation
Mastercard|2748377|Mastercard||Preference Tracking Activity Confirmation
Mastercard Citi|2748377|Mastercard Citi||Preference Tracking Activity Confirmation
Mastercard RAK|2748377|Mastercard RAK||Preference Tracking Activity Confirmation
Morgan Stanley|2748377|Morgan Stanley||Preference Tracking Activity Confirmation
MTLS Itau|2748377|MTLS Itau||Preference Tracking Activity Confirmation
MTLS NEO|2748377|MTLS NEO||Preference Tracking Activity Confirmation
MTLS SNB|2748377|MTLS SNB||Preference Tracking Activity Confirmation
Natwest Black|2748377|Natwest Black||Preference Tracking Activity Confirmation
Qorbis|2748377|Qorbis||Preference Tracking Activity Confirmation
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Preference Tracking Activity Confirmation
Santander Private Banking|2748377|Santander Private Banking||Preference Tracking Activity Confirmation
Scotia|2748377|Scotia||Preference Tracking Activity Confirmation
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|425, 423|Preference Tracking Activity Confirmation
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|422, 421|Preference Tracking Activity Confirmation
SJP|2748377|SJP||Preference Tracking Activity Confirmation
SMCC|2748377|SMCC||Preference Tracking Activity Confirmation
SPW|2748377|SPW||Preference Tracking Activity Confirmation
Standard Chartered|2748377|Standard Chartered||Preference Tracking Activity Confirmation
St George [WP]|2748377|St George [WP]||Preference Tracking Activity Confirmation
Swisscard|2748377|Swisscard||Preference Tracking Activity Confirmation
Swisscard Centurion|2748377|Swisscard Centurion||Preference Tracking Activity Confirmation
Ten|2748377|Ten||Preference Tracking Activity Confirmation
Ten Explore|2748377|Ten Explore||Preference Tracking Activity Confirmation
The Bank of East Asia|2748377|The Bank of East Asia||Preference Tracking Activity Confirmation
Visa Trial|2748377|Visa Trial||Preference Tracking Activity Confirmation
Visa US|2748377|Visa US||Preference Tracking Activity Confirmation
Wells Fargo The Private Bank|2748377|Wells Fargo The Private Bank||Preference Tracking Activity Confirmation
Westpac|2748377|Westpac||Preference Tracking Activity Confirmation
ABSA|2748377|ABSA||Reservation requested: {{Restaurant_name}}
Alphacard|2748377|Alphacard||Reservation requested: {{Restaurant_name}}
Alphacard Centurion|2748377|Alphacard Centurion||Reservation requested: {{Restaurant_name}}
BAC|2748377|BAC||Reservation requested: {{Restaurant_name}}
Banco Pichincha|2748377|Banco Pichincha||Reservation requested: {{Restaurant_name}}
Bank of Melbourne [WP]|2748377|Bank of Melbourne [WP]||Reservation requested: {{Restaurant_name}}
Bank SA [WP]|2748377|Bank SA [WP]||Reservation requested: {{Restaurant_name}}
Barclaycard|2748377|Barclaycard||Reservation requested: {{Restaurant_name}}
Barclays|2748377|Barclays||Reservation requested: {{Restaurant_name}}
BCG|2748377|BCG||Reservation requested: {{Restaurant_name}}
City National Bank|2748377|City National Bank||Reservation requested: {{Restaurant_name}}
Coutts|2748377|Coutts||Reservation requested: {{Restaurant_name}}
Credit One|2748377|Credit One||Reservation requested: {{Restaurant_name}}
Credit Saison|2748377|Credit Saison||Reservation requested: {{Restaurant_name}}
Credit Saison Diamond|2748377|Credit Saison Diamond||Reservation requested: {{Restaurant_name}}
DBS AMEX|2748377|DBS AMEX||Reservation requested: {{Restaurant_name}}
Dillards|2748377|Dillards||Reservation requested: {{Restaurant_name}}
Discover|2748377|Discover||Reservation requested: {{Restaurant_name}}
DNB|2748377|DNB||Reservation requested: {{Restaurant_name}}
Europe Arab Bank|2748377|Europe Arab Bank||Reservation requested: {{Restaurant_name}}
Ginza Six Card|2748377|Ginza Six Card||Reservation requested: {{Restaurant_name}}
HSBC|2748377|HSBC||Reservation requested: {{Restaurant_name}}
HSBC Infinite|2748377|HSBC Infinite||Reservation requested: {{Restaurant_name}}
Luxury Card|2748377|Luxury Card||Reservation requested: {{Restaurant_name}}
Manulife|2748377|Manulife||Reservation requested: {{Restaurant_name}}
Mastercard|2748377|Mastercard||Reservation requested: {{Restaurant_name}}
Mastercard Citi|2748377|Mastercard Citi||Reservation requested: {{Restaurant_name}}
Mastercard RAK|2748377|Mastercard RAK||Reservation requested: {{Restaurant_name}}
Morgan Stanley|2748377|Morgan Stanley||Reservation requested: {{Restaurant_name}}
MTLS Itau|2748377|MTLS Itau||Reservation requested: {{Restaurant_name}}
MTLS NEO|2748377|MTLS NEO||Reservation requested: {{Restaurant_name}}
MTLS SNB|2748377|MTLS SNB||Reservation requested: {{Restaurant_name}}
Natwest Black|2748377|Natwest Black||Reservation requested: {{Restaurant_name}}
Navy Federal Union|2748377|Navy Federal Union||Reservation requested: {{Restaurant_name}}
Nomura|2748377|Nomura||Reservation requested: {{Restaurant_name}}
OCBC|2748377|OCBC|274, 273, 249|Reservation requested: {{Restaurant_name}}
Qorbis|2748377|Qorbis||Reservation requested: {{Restaurant_name}}
Royal Bank of Canada|2748377|Royal Bank of Canada||Reservation requested: {{Restaurant_name}}
Royal Bank of Scotland Black|2748377|Royal Bank of Scotland Black||Reservation requested: {{Restaurant_name}}
Santander Private Banking|2748377|Santander Private Banking||Reservation requested: {{Restaurant_name}}
Scotia|2748377|Scotia||Reservation requested: {{Restaurant_name}}
Scotiabank Gold American Express®|2748377|Scotiabank Gold American Express®|425, 423|Reservation requested: {{Restaurant_name}}
Scotiabank Platinum American Express|2748377|Scotiabank Platinum American Express|421, 422|Reservation requested: {{Restaurant_name}}
SJP|2748377|SJP||Reservation requested: {{Restaurant_name}}
SMCC|2748377|SMCC||Reservation requested: {{Restaurant_name}}
SPW|2748377|SPW||Reservation requested: {{Restaurant_name}}
Standard Chartered|2748377|Standard Chartered||Reservation requested: {{Restaurant_name}}
St George [WP]|2748377|St George [WP]||Reservation requested: {{Restaurant_name}}
Swisscard|2748377|Swisscard||Reservation requested: {{Restaurant_name}}
Swisscard Centurion|2748377|Swisscard Centurion||Reservation requested: {{Restaurant_name}}
